Email,Organiser name,OTHER_GROUPS_NOTE,CLAIM_URL
info@chamber-business.com,"Bedfordshire Chamber of Commerce","","https://www.thenetworkerhub.com/organisers/bedfordshire-chamber-of-commerce?email=info%40chamber-business.com&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
info@berkshiregrowthhub.co.uk,"Berkshire Growth Hub","","https://www.thenetworkerhub.com/organisers/berkshire-growth-hub?email=info%40berkshiregrowthhub.co.uk&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
jim@printlord.co.uk,"Big Business Breakfast Club - Various Venues","","https://www.thenetworkerhub.com/organisers/big-business-breakfast-club-various-venues?email=jim%40printlord.co.uk&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
jason@pocketbox.co.uk,"BITA - Birmingham","","https://www.thenetworkerhub.com/organisers/bita-birmingham?email=jason%40pocketbox.co.uk&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
natalie@whitcombehr.co.uk,"BITA - Kent","","https://www.thenetworkerhub.com/organisers/bita-kent?email=natalie%40whitcombehr.co.uk&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
adam@advantageinvestment.co.uk,"BITA - Liverpool","","https://www.thenetworkerhub.com/organisers/bita-liverpool?email=adam%40advantageinvestment.co.uk&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
brendan@ghostconsultancy.com,"BITA - Northern Ireland","","https://www.thenetworkerhub.com/organisers/bita-northern-ireland?email=brendan%40ghostconsultancy.com&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
brianmorrison.glasgow@gmail.com,"BizSocial Networking","","https://www.thenetworkerhub.com/organisers/bizsocial-networking?email=brianmorrison.glasgow%40gmail.com&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
admin@bswn.org.uk,"Black South West Network","","https://www.thenetworkerhub.com/organisers/black-south-west-network?email=admin%40bswn.org.uk&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
paul.lawton@business-matching.co.uk,"BMUK",", plus Business Matching UK - Leeds, Business Matching UK - London, Business Matching UK - Manchester, and Business Matching UK - NorthEast","https://www.thenetworkerhub.com/organisers/bmuk?email=paul.lawton%40business-matching.co.uk&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
dawnadlam@bni.com,"BNI  - Head Office","","https://www.thenetworkerhub.com/organisers/bni-head-office?email=dawnadlam%40bni.com&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
simon@bni.com,"BNI  - Head Office","","https://www.thenetworkerhub.com/organisers/bni-head-office-2?email=simon%40bni.com&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
enquiries@fieldtrainingservices.co.uk,"BNI - Cardiff Central","","https://www.thenetworkerhub.com/organisers/bni-cardiff-central?email=enquiries%40fieldtrainingservices.co.uk&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
info@dublcheckcleaning.co.uk,"BNI - Carnegie (Dunfermline)","","https://www.thenetworkerhub.com/organisers/bni-carnegie-dunfermline?email=info%40dublcheckcleaning.co.uk&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
charlie@bniglasgowsl.com,"BNI - Evolution Glasgow","","https://www.thenetworkerhub.com/organisers/bni-bni-glasgow?email=charlie%40bniglasgowsl.com&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
shal@virtuallythere.co,"BNI - Thomas Telford (Telford)","","https://www.thenetworkerhub.com/organisers/bni-thomas-telford-telford?email=shal%40virtuallythere.co&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
