Email,Organiser name,OTHER_GROUPS_NOTE,CLAIM_URL
devonwomeninbusiness@gmail.com,"Devon Women in Business","","https://www.thenetworkeruk.com/organisers/devon-women-in-business?email=devonwomeninbusiness%40gmail.com&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
info@directorgolf.com,"Director Golf","","https://www.thenetworkeruk.com/organisers/director-golf?email=info%40directorgolf.com&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
connect@dobusinessnetwork.com,"Do Business Network","","https://www.thenetworkeruk.com/organisers/do-business-network?email=connect%40dobusinessnetwork.com&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
info@down2business.org,"Down2Business Plymouth","","https://www.thenetworkeruk.com/organisers/down2business-plymouth?email=info%40down2business.org&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
info@dragonsofnewport.com,"Dragons of Newport","","https://www.thenetworkeruk.com/organisers/dragons-of-newport?email=info%40dragonsofnewport.com&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
info@driffield-business.co.uk,"Driffield Business Club","","https://www.thenetworkeruk.com/organisers/driffield-business-club?email=info%40driffield-business.co.uk&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
alison@durhambusinessclub.co.uk,"Durham Business Group","","https://www.thenetworkeruk.com/organisers/durham-business-group?email=alison%40durhambusinessclub.co.uk&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
e2e-guest-visit-host@example.com,"E2E Guest Visit Host","","https://www.thenetworkeruk.com/organisers/e2e-guest-visit-host?email=e2e-guest-visit-host%40example.com&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
admin@eagb.co.uk,"EAGB  (Executive Association of Great Britain)","","https://www.thenetworkeruk.com/organisers/eagb-executive-association-of-great-britain?email=admin%40eagb.co.uk&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
hello@eastmeetswestclub.com,"East Meets West Club","","https://www.thenetworkeruk.com/organisers/east-meets-west-club?email=hello%40eastmeetswestclub.com&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
edenslounge@gmail.com,"Eden's Lounge","","https://www.thenetworkeruk.com/organisers/edens-lounge?email=edenslounge%40gmail.com&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
dave.clements@grafterssupergroups.co.uk,"Edgbaston Grafters Super Group","","https://www.thenetworkeruk.com/organisers/edgbaston-grafters-super-group?email=dave.clements%40grafterssupergroups.co.uk&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
advicenetwork@capitalcitypartnership.org,"Edinburgh Advice Network","","https://www.thenetworkeruk.com/organisers/edinburgh-advice-network?email=advicenetwork%40capitalcitypartnership.org&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
info@edinburghbusinesswomensclub.co.uk,"Edinburgh Businesswoman’s Club","","https://www.thenetworkeruk.com/organisers/edinburgh-businesswoman-s-club?email=info%40edinburghbusinesswomensclub.co.uk&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
colin@edinburghconnections.co.uk,"Edinburgh Connections","","https://www.thenetworkeruk.com/organisers/edinburgh-connections?email=colin%40edinburghconnections.co.uk&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
gill.wood@edinburghrugby.org,"Edinburgh Rugby Business Club","","https://www.thenetworkeruk.com/organisers/edinburgh-rugby-business-club?email=gill.wood%40edinburghrugby.org&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
enquiries@edward-harte.co.uk,"Edward Harte Solicitors","","https://www.thenetworkeruk.com/organisers/edward-harte-solicitors?email=enquiries%40edward-harte.co.uk&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
eelassociation@gmail.com,"EEL","","https://www.thenetworkeruk.com/organisers/eel?email=eelassociation%40gmail.com&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
info@egba.co.uk,"EGBA (East Grinstead Business Association)","","https://www.thenetworkeruk.com/organisers/egba-east-grinstead-business-association?email=info%40egba.co.uk&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
domestic@ekems.co.uk,"EKEMS","","https://www.thenetworkeruk.com/organisers/ekems?email=domestic%40ekems.co.uk&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
hello@elevatingbusiness.co.uk,"Elevating Business","","https://www.thenetworkeruk.com/organisers/elevating-business?email=hello%40elevatingbusiness.co.uk&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
info@eligaconsultancy.com,"Eliga Consultancy","","https://www.thenetworkeruk.com/organisers/eliga-consultancy?email=info%40eligaconsultancy.com&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
support@elitebusinessacademy.co.uk,"Elite Business Academy","","https://www.thenetworkeruk.com/organisers/elite-business-academy?email=support%40elitebusinessacademy.co.uk&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
enquiries@elpamsolicitors.co.uk,"ELP Arbuthnott McClanachan","","https://www.thenetworkeruk.com/organisers/elp-arbuthnott-mcclanachan?email=enquiries%40elpamsolicitors.co.uk&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
help@elsbyandco.co.uk,"Elsby and Co","","https://www.thenetworkeruk.com/organisers/elsby-and-co?email=help%40elsbyandco.co.uk&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
leigh@leighkadooka.com,"Empower Biz Network","","https://www.thenetworkeruk.com/organisers/empower-biz-network?email=leigh%40leighkadooka.com&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
info@executivenetworkgroup.co.uk,"ENG (Executive Network Group)","","https://www.thenetworkeruk.com/organisers/eng-executive-network-group?email=info%40executivenetworkgroup.co.uk&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
media@enterprisenation.com,"Enterprise Nation","","https://www.thenetworkeruk.com/organisers/enterprise-nation?email=media%40enterprisenation.com&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
enterprise-works@york.ac.uk,"Enterprise Works","","https://www.thenetworkeruk.com/organisers/enterprise-works?email=enterprise-works%40york.ac.uk&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
support@entrepreneurscircle.org,"Entrepreneurs Circle","","https://www.thenetworkeruk.com/organisers/entrepreneurs-circle?email=support%40entrepreneurscircle.org&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
info@entrepreneursforum.net,"Entrepreneurs Forum","","https://www.thenetworkeruk.com/organisers/entrepreneurs-forum?email=info%40entrepreneursforum.net&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
kmorza@envoyconsultingltd.uk,"Envoy Consulting Ltd","","https://www.thenetworkeruk.com/organisers/envoy-consulting-ltd?email=kmorza%40envoyconsultingltd.uk&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
info@eoacc.com,"EOACC Ltd","","https://www.thenetworkeruk.com/organisers/eoacc-ltd?email=info%40eoacc.com&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
sales@esgnetwork.co.uk,"ESG Network","","https://www.thenetworkeruk.com/organisers/esg-network?email=sales%40esgnetwork.co.uk&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
info@essexbusinessforum.com,"Essex Business Forum","","https://www.thenetworkeruk.com/organisers/essex-business-forum?email=info%40essexbusinessforum.com&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
info@essexbusinesspartnerships.org.uk,"Essex Business Partnerships","","https://www.thenetworkeruk.com/organisers/essex-business-partnerships?email=info%40essexbusinesspartnerships.org.uk&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
boundary.club@essexcricket.org.uk,"Essex Cricket Business Club","","https://www.thenetworkeruk.com/organisers/essex-cricket-business-club?email=boundary.club%40essexcricket.org.uk&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
jennie@eventraptor.com,"EventRaptor","","https://www.thenetworkeruk.com/organisers/speaker-connections?email=jennie%40eventraptor.com&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
francesca@everywoman.com,"Every Woman","","https://www.thenetworkeruk.com/organisers/every-woman?email=francesca%40everywoman.com&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
everyoneeveryday@corra.scot,"Everyone","","https://www.thenetworkeruk.com/organisers/everyone?email=everyoneeveryday%40corra.scot&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
stephen@motivationmatters.co.uk,"Expert Circles Global","","https://www.thenetworkeruk.com/organisers/expert-circles-global?email=stephen%40motivationmatters.co.uk&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
business.support@eastriding.gov.uk,"EYRC Events","","https://www.thenetworkeruk.com/organisers/eyrc-events?email=business.support%40eastriding.gov.uk&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
mandy@mybeautifulpen.uk,"Fab Networking","","https://www.thenetworkeruk.com/organisers/fab-networking?email=mandy%40mybeautifulpen.uk&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
jenny@aspireaccounts.com,"Fab Networking Group Atherton (Friends & Business)","","https://www.thenetworkeruk.com/organisers/fab-networking-group-atherton-friends-business?email=jenny%40aspireaccounts.com&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
glenda@fabulousnetworking.co.uk,"Fabulous Networking","","https://www.thenetworkeruk.com/organisers/fabulous-networking?email=glenda%40fabulousnetworking.co.uk&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
hello@face2facemaidenhead.co.uk,"Face2Face Maidenhead Business Networking","","https://www.thenetworkeruk.com/organisers/face2face-maidenhead-business-networking?email=hello%40face2facemaidenhead.co.uk&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
info@fec-renewables.co.uk,"FEC Renewables Ltd","","https://www.thenetworkeruk.com/organisers/fec-renewables-ltd?email=info%40fec-renewables.co.uk&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
janine@femalebusinessnetwork.co.uk,"Female Business Network","","https://www.thenetworkeruk.com/organisers/female-business-network?email=janine%40femalebusinessnetwork.co.uk&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
info@fignorwich.org,"Fig Norwich (Financial Industry Group)","","https://www.thenetworkeruk.com/organisers/fig-norwich-financial-industry-group?email=info%40fignorwich.org&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
emma@fireflyhub.uk,"Firefly Hub","","https://www.thenetworkeruk.com/organisers/firefly-hub?email=emma%40fireflyhub.uk&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
info@thefocuscollection.co.uk,"Focus Business Club","","https://www.thenetworkeruk.com/organisers/focus-business-club?email=info%40thefocuscollection.co.uk&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
sean@fore-business.com,"Fore Business","","https://www.thenetworkeruk.com/organisers/fore-business?email=sean%40fore-business.com&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
stevenjinnes@hbhy.co.uk,"Fore Business - Aberdeen","","https://www.thenetworkeruk.com/organisers/fore-business-aberdeen?email=stevenjinnes%40hbhy.co.uk&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
ed@edboakesdriving.co.uk,"Fore Business - Aylesbury","","https://www.thenetworkeruk.com/organisers/fore-business-aylesbury?email=ed%40edboakesdriving.co.uk&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
philip@hysons.co.uk,"Fore Business - Basingstoke & Newbury","","https://www.thenetworkeruk.com/organisers/fore-business-basingstoke-newbury?email=philip%40hysons.co.uk&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
peter.warr2@battbroadbent.co.uk,"Fore Business - Bath","","https://www.thenetworkeruk.com/organisers/fore-business-bath?email=peter.warr2%40battbroadbent.co.uk&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
sam.beesley@sjpp.co.uk,"Fore Business - Bedford","","https://www.thenetworkeruk.com/organisers/fore-business-bedford?email=sam.beesley%40sjpp.co.uk&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
robin@rcla.co.uk,"Fore Business - Benfleet (South Essex)","","https://www.thenetworkeruk.com/organisers/fore-business-benfleet-south-essex?email=robin%40rcla.co.uk&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
paul@printdesignteam.co.uk,"Fore Business - Birmingham","","https://www.thenetworkeruk.com/organisers/fore-business-birmingham?email=paul%40printdesignteam.co.uk&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
rob@businessgrowth-strategies.com,"Fore Business - Bournemouth","","https://www.thenetworkeruk.com/organisers/fore-business-bournemouth?email=rob%40businessgrowth-strategies.com&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
ben@buzzbd.co.uk,"Fore Business - Bradford","","https://www.thenetworkeruk.com/organisers/fore-business-bradford?email=ben%40buzzbd.co.uk&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
james@scurfieldandassociates.co.uk,"Fore Business - Brentwood","","https://www.thenetworkeruk.com/organisers/fore-business-brentwood?email=james%40scurfieldandassociates.co.uk&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
richard@nexcen.co.uk,"Fore Business - Bristol","","https://www.thenetworkeruk.com/organisers/fore-business-bristol?email=richard%40nexcen.co.uk&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
iain@weirassociates.co.uk,"Fore Business - Cambridge","","https://www.thenetworkeruk.com/organisers/fore-business-cambridge?email=iain%40weirassociates.co.uk&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
trevorellse@gmail.com,"Fore Business - Canterbury","","https://www.thenetworkeruk.com/organisers/fore-business-canterbury?email=trevorellse%40gmail.com&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
