Email,Opportunity title,Owner name,Host,CLAIM_URL,Slug
contact@daniel-moquet.com,"Daniel Moquet Franchise","Daniel Moquet Franchise","Daniel Moquet","https://www.thenetworkeruk.com/opportunities/daniel-moquet-franchise?email=contact%40daniel-moquet.com&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","daniel-moquet-franchise"
hello@darlish.com,"Darlish Ice Cream franchise","Darlish Ice Cream franchise","Darlish Ice Cream","https://www.thenetworkeruk.com/opportunities/darlish-ice-cream-franchise?email=hello%40darlish.com&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","darlish-ice-cream-franchise"
internacional@grupoconcept.com,"DepilConcept Franchise","DepilConcept Franchise","DepilConcept","https://www.thenetworkeruk.com/opportunities/depilconcept-franchise?email=internacional%40grupoconcept.com&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","depilconcept-franchise"
hello@destination-highstreet.co.uk,"Destination High Street Franchise","Destination High Street Franchise","Destination High Street","https://www.thenetworkeruk.com/opportunities/destination-high-street-franchise?email=hello%40destination-highstreet.co.uk&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","destination-high-street-franchise"
info@dog-first-aid.com,"Dog First Aid Franchise","Dog First Aid Franchise","Dog First Aid","https://www.thenetworkeruk.com/opportunities/dog-first-aid-franchise?email=info%40dog-first-aid.com&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","dog-first-aid-franchise"
jason.prescott@dominos.co.uk,"Domino’s Pizza Franchise","Domino’s Pizza Franchise","Domino’s Pizza","https://www.thenetworkeruk.com/opportunities/domino-s-pizza-franchise?email=jason.prescott%40dominos.co.uk&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","domino-s-pizza-franchise"
enquiries@draindoctorfranchise.co.uk,"Drain Doctor","Drain Doctor","Drain Doctor","https://www.thenetworkeruk.com/opportunities/drain-doctor?email=enquiries%40draindoctorfranchise.co.uk&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","drain-doctor"
headoffice@dramakids.co.uk,"Drama Kids Franchise","Drama Kids Franchise","Drama Kids","https://www.thenetworkeruk.com/opportunities/drama-kids-franchise?email=headoffice%40dramakids.co.uk&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","drama-kids-franchise"
alex@dreamdoors.co.uk,"Dream Doors Franchise","Dream Doors Franchise","Dream Doors","https://www.thenetworkeruk.com/opportunities/dream-doors-franchise?email=alex%40dreamdoors.co.uk&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","dream-doors-franchise"
uk.franchise@drivalia.com,"Drivalia Franchise","Drivalia Franchise","Drivalia","https://www.thenetworkeruk.com/opportunities/drivalia-franchise?email=uk.franchise%40drivalia.com&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","drivalia-franchise"
franchise@driverhire.co.uk,"Driver Hire Franchise","Driver Hire Franchise","Driver Hire","https://www.thenetworkeruk.com/opportunities/driver-hire-franchise-2?email=franchise%40driverhire.co.uk&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","driver-hire-franchise-2"
info@drivus.ae,"Drivus Franchise","Drivus Franchise","Drivus","https://www.thenetworkeruk.com/opportunities/drivus-franchise?email=info%40drivus.ae&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","drivus-franchise"
ann.struggles@dublcheck.co.uk,"Dublcheck Cleaning Services Franchise","Dublcheck Cleaning Services Franchise","Dublcheck Cleaning Services","https://www.thenetworkeruk.com/opportunities/dublcheck-cleaning-services-franchise?email=ann.struggles%40dublcheck.co.uk&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","dublcheck-cleaning-services-franchise"
mportmann@duckdonuts.com,"Duck Donuts Franchise","Duck Donuts Franchise","Duck Donuts","https://www.thenetworkeruk.com/opportunities/duck-donuts-franchise?email=mportmann%40duckdonuts.com&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","duck-donuts-franchise"
info@dwgplansfranchises.co.uk,"DWG Plans franchise","DWG Plans franchise","DWG Plans","https://www.thenetworkeruk.com/opportunities/dwg-plans-franchise?email=info%40dwgplansfranchises.co.uk&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","dwg-plans-franchise"
kelvin.brook@easyproperty.com,"easyProperty Franchise","easyProperty Franchise","easyProperty","https://www.thenetworkeruk.com/opportunities/easyproperty-franchise?email=kelvin.brook%40easyproperty.com&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","easyproperty-franchise"
nigel@easystorage.com,"easyStorage Franchise","easyStorage Franchise","easyStorage","https://www.thenetworkeruk.com/opportunities/easystorage-franchise?email=nigel%40easystorage.com&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","easystorage-franchise"
discover@eazi-business.com,"Eazi-Agency Franchise","Eazi-Agency Franchise","Eazi-Agency","https://www.thenetworkeruk.com/opportunities/eazi-agency-franchise?email=discover%40eazi-business.com&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","eazi-agency-franchise"
penny.sanders@propertyfranchise.co.uk,"Ellis & Co Franchise","Ellis & Co Franchise","Ellis & Co","https://www.thenetworkeruk.com/opportunities/ellis-co-franchise?email=penny.sanders%40propertyfranchise.co.uk&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","ellis-co-franchise"
simon.askew@businessenergydirect.co.uk,"Energy Direct Franchise","Energy Direct Franchise","Energy Direct","https://www.thenetworkeruk.com/opportunities/energy-direct-franchise?email=simon.askew%40businessenergydirect.co.uk&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","energy-direct-franchise"
joinus@eragroup.com,"Era Group Franchise","Era Group Franchise","Era Group","https://www.thenetworkeruk.com/opportunities/era-group-franchise?email=joinus%40eragroup.com&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","era-group-franchise"
charlie.webb@esquirescoffee.co.uk,"Esquires Coffee franchise","Esquires Coffee franchise","Esquires The Organic Coffee Co","https://www.thenetworkeruk.com/opportunities/esquires-coffee-franchise?email=charlie.webb%40esquirescoffee.co.uk&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","esquires-coffee-franchise"
myfuture@ewemove.com,"EweMove Franchise","EweMove Franchise","EweMove Sales and Lettings","https://www.thenetworkeruk.com/opportunities/ewemove-franchise?email=myfuture%40ewemove.com&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","ewemove-franchise"
david@fastpropertypartners.com,"FAST Property Partners Franchise","FAST Property Partners Franchise","FAST Property Partners","https://www.thenetworkeruk.com/opportunities/fast-property-partners-franchise?email=david%40fastpropertypartners.com&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","fast-property-partners-franchise"
john.davies@fastsigns.com,"FASTSIGNS Franchise","FASTSIGNS Franchise","FASTSIGNS","https://www.thenetworkeruk.com/opportunities/fastsigns-franchise?email=john.davies%40fastsigns.com&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","fastsigns-franchise"
hello@ferdinandcollective.com,"Ferdinand Football Group Franchise","Ferdinand Football Group Franchise","Ferdinand Football Group","https://www.thenetworkeruk.com/opportunities/ferdinand-football-group-franchise?email=hello%40ferdinandcollective.com&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","ferdinand-football-group-franchise"
hello@firstclasslearning.co.uk,"First Class Learning Franchise","First Class Learning Franchise","First Class Learning","https://www.thenetworkeruk.com/opportunities/first-class-learning-franchise?email=hello%40firstclasslearning.co.uk&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","first-class-learning-franchise"
franchise@fit20.co.uk,"fit20 franchise","fit20 franchise","fit20","https://www.thenetworkeruk.com/opportunities/fit20-franchise?email=franchise%40fit20.co.uk&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","fit20-franchise"
jj@flipout.co.uk,"Flip Out Franchise","Flip Out Franchise","Flip Out","https://www.thenetworkeruk.com/opportunities/flip-out-franchise?email=jj%40flipout.co.uk&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","flip-out-franchise"
info@fluffyfluffy.co.uk,"Fluffy Fluffy Franchise","Fluffy Fluffy Franchise","Fluffy Fluffy Pancakes","https://www.thenetworkeruk.com/opportunities/fluffy-fluffy-franchise?email=info%40fluffyfluffy.co.uk&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","fluffy-fluffy-franchise"
arichardson@friendshelpingathome.co.uk,"Friends Helping at Home franchise","Friends Helping at Home franchise","Friends Helping at Home","https://www.thenetworkeruk.com/opportunities/friends-helping-at-home-franchise?email=arichardson%40friendshelpingathome.co.uk&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","friends-helping-at-home-franchise"
enquiries@funfestholidayclub.co.uk,"Fun Fest Franchise","Fun Fest Franchise","Fun Fest Holiday Club","https://www.thenetworkeruk.com/opportunities/fun-fest-franchise?email=enquiries%40funfestholidayclub.co.uk&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","fun-fest-franchise"
