Email,Opportunity title,Owner name,Host,CLAIM_URL,Slug
franchising@belvoirfranchisegroup.co.uk,"Belvoir Franchise","Belvoir Franchise","Belvoir","https://www.thenetworkeruk.com/opportunities/belvoir-franchise?email=franchising%40belvoirfranchisegroup.co.uk&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","belvoir-franchise"
chris.braeger@benjerry.com,"Ben & Jerry’s Franchise","Ben & Jerry’s Franchise","Ben & Jerry’s","https://www.thenetworkeruk.com/opportunities/ben-jerry-s-franchise?email=chris.braeger%40benjerry.com&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","ben-jerry-s-franchise"
info@biglicks.co.uk,"Big Licks Franchise","Big Licks Franchise","Big Licks","https://www.thenetworkeruk.com/opportunities/big-licks-franchise?email=info%40biglicks.co.uk&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","big-licks-franchise"
tellmemore@leavetheherdbehind.com,"Black Sheep Coffee Franchise","Black Sheep Coffee Franchise","Black Sheep Coffee","https://www.thenetworkeruk.com/opportunities/black-sheep-coffee-franchise?email=tellmemore%40leavetheherdbehind.com&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","black-sheep-coffee-franchise"
marketing@blessstart.com,"Bless Start Mobile Coffee Franchise","Bless Start Mobile Coffee Franchise","Bless Start","https://www.thenetworkeruk.com/opportunities/bless-start-mobile-coffee-franchise?email=marketing%40blessstart.com&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","bless-start-mobile-coffee-franchise"
franchise@bluebirdcare.co.uk,"Bluebird Care Franchise","Bluebird Care Franchise","Bluebird Care","https://www.thenetworkeruk.com/opportunities/bluebird-care-franchise?email=franchise%40bluebirdcare.co.uk&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","bluebird-care-franchise"
angie@body20.co.uk,"Body20 Franchise","Body20 Franchise","Body20","https://www.thenetworkeruk.com/opportunities/body20-franchise?email=angie%40body20.co.uk&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","body20-franchise"
admin@boosteducation.co.uk,"Boost Education - Franchise","Boost Education - Franchise","Boost Education","https://www.thenetworkeruk.com/opportunities/boost-education-franchise?email=admin%40boosteducation.co.uk&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","boost-education-franchise"
enquiries@britishhomesellers.co.uk,"British Homesellers Franchise","British Homesellers Franchise","British Homesellers","https://www.thenetworkeruk.com/opportunities/british-homesellers-franchise?email=enquiries%40britishhomesellers.co.uk&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","british-homesellers-franchise"
doug@broadwaywinecompany.co.uk,"Broadway Wine Company Franchise","Broadway Wine Company Franchise","Broadway Wine Company","https://www.thenetworkeruk.com/opportunities/broadway-wine-company-franchise?email=doug%40broadwaywinecompany.co.uk&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","broadway-wine-company-franchise"
info@brokerplan.co.uk,"Brokerplan Academy Franchise","Brokerplan Academy Franchise","Brokerplan Academy","https://www.thenetworkeruk.com/opportunities/brokerplan-academy-franchise?email=info%40brokerplan.co.uk&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","brokerplan-academy-franchise"
franchise@chaiiwala.co.uk,"Build a Chaiiwala","Build a Chaiiwala","Chaiiwala","https://www.thenetworkeruk.com/opportunities/build-a-chaiiwala?email=franchise%40chaiiwala.co.uk&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","build-a-chaiiwala"
franchise@burgerandsauce.com,"Burger & Sauce Franchise","Burger & Sauce Franchise","Burger & Sauce","https://www.thenetworkeruk.com/opportunities/burger-sauce-franchise?email=franchise%40burgerandsauce.com&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","burger-sauce-franchise"
franchise@burgerboi.co.uk,"Burger Boi Franchise","Burger Boi Franchise","Burger Boi","https://www.thenetworkeruk.com/opportunities/burger-boi-franchise?email=franchise%40burgerboi.co.uk&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","burger-boi-franchise"
marc.balding@bkukgroup.co.uk,"Burger King Franchise","Burger King Franchise","Burger King","https://www.thenetworkeruk.com/opportunities/burger-king-franchise?email=marc.balding%40bkukgroup.co.uk&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","burger-king-franchise"
catherine@thenetworkerhub.com,"Business Women Connections","Business Women Connections","Business Women Connections","https://www.thenetworkeruk.com/opportunities/business-women-connections?email=catherine%40thenetworkerhub.com&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","business-women-connections"
franchise@buyandbite.co.uk,"Buy & Bite franchise","Buy & Bite franchise","Buy & Bite","https://www.thenetworkeruk.com/opportunities/buy-bite-franchise?email=franchise%40buyandbite.co.uk&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","buy-bite-franchise"
cellis@uk.cafe2u.com,"Cafe2U Franchise","Cafe2U Franchise","Cafe2U","https://www.thenetworkeruk.com/opportunities/cafe2u-franchise?email=cellis%40uk.cafe2u.com&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","cafe2u-franchise"
info@cakehousebakery.com,"Cake House Bakery Franchise","Cake House Bakery Franchise","Cake House Bakery","https://www.thenetworkeruk.com/opportunities/cake-house-bakery-franchise?email=info%40cakehousebakery.com&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","cake-house-bakery-franchise"
info@cakeco.co.uk,"CakeCo Franchise","CakeCo Franchise","CakeCo","https://www.thenetworkeruk.com/opportunities/cakeco-franchise?email=info%40cakeco.co.uk&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","cakeco-franchise"
hello@cakesandbakes.co.uk,"Cakes & Bakes","Cakes & Bakes","Cakes & Bakes","https://www.thenetworkeruk.com/opportunities/cakes-bakes?email=hello%40cakesandbakes.co.uk&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","cakes-bakes"
admin@cakesandbakes.co.uk,"Cakes & Bakes Franchise","Cakes & Bakes Franchise","Cakes & Bakes","https://www.thenetworkeruk.com/opportunities/cakes-bakes-franchise?email=admin%40cakesandbakes.co.uk&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","cakes-bakes-franchise"
paul@candourgroup.org.uk,"Candour Care Group Franchise","Candour Care Group Franchise","Candour Care Group","https://www.thenetworkeruk.com/opportunities/candour-care-group-franchise?email=paul%40candourgroup.org.uk&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","candour-care-group-franchise"
sarah@canopynurseries.co.uk,"Canopy Children’s Nurseries Franchise","Canopy Children’s Nurseries Franchise","Canopy Children’s Nurseries","https://www.thenetworkeruk.com/opportunities/canopy-children-s-nurseries-franchise?email=sarah%40canopynurseries.co.uk&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","canopy-children-s-nurseries-franchise"
enquiries@canopynurseries.co.uk,"Canopy Children’s Nursery","Canopy Children’s Nursery","Canopy Children’s Nursery","https://www.thenetworkeruk.com/opportunities/canopy-children-s-nursery?email=enquiries%40canopynurseries.co.uk&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","canopy-children-s-nursery"
franchise@cewgroup.co.uk,"Capital Electrical Wholesalers Franchise","Capital Electrical Wholesalers Franchise","Capital Electrical Wholesalers","https://www.thenetworkeruk.com/opportunities/capital-electrical-wholesalers-franchise?email=franchise%40cewgroup.co.uk&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","capital-electrical-wholesalers-franchise"
info@caprinospizza.co.uk,"Caprinos Pizza","Caprinos Pizza","Caprinos","https://www.thenetworkeruk.com/opportunities/caprinos-pizza?email=info%40caprinospizza.co.uk&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","caprinos-pizza"
info@cargods.com,"Car Gods Franchise","Car Gods Franchise","Car Gods","https://www.thenetworkeruk.com/opportunities/car-gods-franchise?email=info%40cargods.com&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","car-gods-franchise"
info@caremark.co.uk,"Caremark Franchise","Caremark Franchise","Caremark","https://www.thenetworkeruk.com/opportunities/caremark-franchise?email=info%40caremark.co.uk&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","caremark-franchise"
enquiries@careyourway.co.uk,"CareYourWay Franchise","CareYourWay Franchise","CareYourWay","https://www.thenetworkeruk.com/opportunities/careyourway-franchise?email=enquiries%40careyourway.co.uk&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","careyourway-franchise"
info@caterpillarmusic.com,"Caterpillar Music Franchise","Caterpillar Music Franchise","Caterpillar Music","https://www.thenetworkeruk.com/opportunities/caterpillar-music-franchise?email=info%40caterpillarmusic.com&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","caterpillar-music-franchise"
enquiries@cavasecurity.co.uk,"Cava Guard Group Franchise","Cava Guard Group Franchise","Cava Guard Group","https://www.thenetworkeruk.com/opportunities/cava-guard-group-franchise?email=enquiries%40cavasecurity.co.uk&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","cava-guard-group-franchise"
enquiry@lebonvin.co.uk,"CAVAVIN  Franchise","CAVAVIN  Franchise","CAVAVIN","https://www.thenetworkeruk.com/opportunities/cavavin-franchise?email=enquiry%40lebonvin.co.uk&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","cavavin-franchise"
colin@centrevr.co.uk,"Centre VR Franchise","Centre VR Franchise","Centre VR","https://www.thenetworkeruk.com/opportunities/centre-vr-franchise?email=colin%40centrevr.co.uk&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","centre-vr-franchise"
info@chaigreen1823.com,"Chai Green Franchise","Chai Green Franchise","Chai Green","https://www.thenetworkeruk.com/opportunities/chai-green-franchise?email=info%40chaigreen1823.com&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","chai-green-franchise"
franchising@chaiiwala.co.uk,"chaiiwala Franchise","chaiiwala Franchise","Chaiiwala","https://www.thenetworkeruk.com/opportunities/chaiiwala-franchise?email=franchising%40chaiiwala.co.uk&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","chaiiwala-franchise"
franchise@chickingglobal.com,"Chicking Franchise","Chicking Franchise","Chicking","https://www.thenetworkeruk.com/opportunities/chicking-franchise?email=franchise%40chickingglobal.com&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","chicking-franchise"
franchisees@chickytime.com,"Chicky Time Automated Restaurant","Chicky Time Automated Restaurant","Chicky Time","https://www.thenetworkeruk.com/opportunities/chicky-time-automated-restaurant?email=franchisees%40chickytime.com&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","chicky-time-automated-restaurant"
joinus@tattybumpkin.com,"Children Inspired By Yoga Franchise","Children Inspired By Yoga Franchise","Children Inspired By Yoga","https://www.thenetworkeruk.com/opportunities/children-inspired-by-yoga-franchise?email=joinus%40tattybumpkin.com&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","children-inspired-by-yoga-franchise"
info@chipsaway.co.uk,"ChipsAway Franchise","ChipsAway Franchise","ChipsAway","https://www.thenetworkeruk.com/opportunities/chipsaway-franchise?email=info%40chipsaway.co.uk&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","chipsaway-franchise"
