Email,Opportunity title,Owner name,Host,CLAIM_URL,Slug
grant@grantstain.com,"Pendleton Partners Franchise","Pendleton Partners Franchise","Pendleton Partners","https://www.thenetworkeruk.com/opportunities/pendleton-partners-franchise?email=grant%40grantstain.com&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","pendleton-partners-franchise"
matteo@tribute-brands.com,"PILAT3S Franchise","PILAT3S Franchise","PILAT3S","https://www.thenetworkeruk.com/opportunities/pilat3s-franchise?email=matteo%40tribute-brands.com&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","pilat3s-franchise"
scott@pillowpartners.co.uk,"Pillow Partners Franchise","Pillow Partners Franchise","Pillow Partners","https://www.thenetworkeruk.com/opportunities/pillow-partners-franchise?email=scott%40pillowpartners.co.uk&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","pillow-partners-franchise"
mike.broad@pitman-training.com,"Pitman Training Franchise","Pitman Training Franchise","Pitman Training Group","https://www.thenetworkeruk.com/opportunities/pitman-training-franchise?email=mike.broad%40pitman-training.com&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","pitman-training-franchise"
william.barker@pizzahut.co.uk,"Pizza Hut Franchise","Pizza Hut Franchise","Pizza Hut","https://www.thenetworkeruk.com/opportunities/pizza-hut-franchise?email=william.barker%40pizzahut.co.uk&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","pizza-hut-franchise"
info@pizzatriangle.co.uk,"Pizza Triangle Franchise","Pizza Triangle Franchise","Pizza Traiangle","https://www.thenetworkeruk.com/opportunities/pizza-triangle-franchise?email=info%40pizzatriangle.co.uk&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","pizza-triangle-franchise"
d.pearce@platinumpropertypartners.co.uk,"Platinum Property Partners Franchise","Platinum Property Partners Franchise","Platinum Property Partners","https://www.thenetworkeruk.com/opportunities/platinum-property-partners-franchise?email=d.pearce%40platinumpropertypartners.co.uk&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","platinum-property-partners-franchise"
franchise@plusfitness.co.uk,"Plus Fitness franchise","Plus Fitness franchise","Plus Fitness","https://www.thenetworkeruk.com/opportunities/plus-fitness-franchise?email=franchise%40plusfitness.co.uk&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","plus-fitness-franchise"
toby@popfranchising.com,"Pop Connect Franchise","Pop Connect Franchise","Pop Connect","https://www.thenetworkeruk.com/opportunities/pop-connect-franchise?email=toby%40popfranchising.com&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","pop-connect-franchise"
martin@postandpackinguk.com,"Post & Packing Franchise","Post & Packing Franchise","Post & Packing","https://www.thenetworkeruk.com/opportunities/post-packing-franchise?email=martin%40postandpackinguk.com&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","post-packing-franchise"
brendon@limelicensinggroup.co.uk,"Pressed in Time Franchise","Pressed in Time Franchise","Pressed in Time","https://www.thenetworkeruk.com/opportunities/pressed-in-time-franchise?email=brendon%40limelicensinggroup.co.uk&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","pressed-in-time-franchise"
franchise.enquiries@prestige-nursing.co.uk,"Prestige Nursing and Care Franchise","Prestige Nursing and Care Franchise","Prestige Nursing and Care","https://www.thenetworkeruk.com/opportunities/prestige-nursing-and-care-franchise?email=franchise.enquiries%40prestige-nursing.co.uk&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","prestige-nursing-and-care-franchise"
sam.otterburn@pret.co.uk,"Pret A Manger Franchise","Pret A Manger Franchise","Pret A Manger","https://www.thenetworkeruk.com/opportunities/pret-a-manger-franchise?email=sam.otterburn%40pret.co.uk&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","pret-a-manger-franchise"
paul@professionalinventories.com,"Professional Inventories Franchise","Professional Inventories Franchise","Professional Inventories","https://www.thenetworkeruk.com/opportunities/professional-inventories-franchise?email=paul%40professionalinventories.com&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","professional-inventories-franchise"
alex@prokil.co.uk,"Prokil","Prokil","Prokil Damp & Timber Franchise","https://www.thenetworkeruk.com/opportunities/prokil?email=alex%40prokil.co.uk&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","prokil"
adrian.ayres@puccinosww.com,"Puccino’s Franchise","Puccino’s Franchise","Puccino’s","https://www.thenetworkeruk.com/opportunities/puccino-s-franchise?email=adrian.ayres%40puccinosww.com&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","puccino-s-franchise"
claire.mills@puddleducks.com,"Puddle Ducks Franchise","Puddle Ducks Franchise","Puddle Ducks","https://www.thenetworkeruk.com/opportunities/puddle-ducks-franchise?email=claire.mills%40puddleducks.com&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","puddle-ducks-franchise"
elliott.shuttleworth@wedoplay.co.uk,"Putt Putt Noodle Franchise","Putt Putt Noodle Franchise","Putt Putt Noodle","https://www.thenetworkeruk.com/opportunities/putt-putt-noodle-franchise?email=elliott.shuttleworth%40wedoplay.co.uk&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","putt-putt-noodle-franchise"
phil.mackechnie@radfieldhomecare.co.uk,"Radfield Home Care Franchise","Radfield Home Care Franchise","Radfield Home Care","https://www.thenetworkeruk.com/opportunities/radfield-home-care-franchise?email=phil.mackechnie%40radfieldhomecare.co.uk&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","radfield-home-care-franchise"
bimal@rainingberries.com,"Raining Berries Franchise","Raining Berries Franchise","Raining Berries","https://www.thenetworkeruk.com/opportunities/raining-berries-franchise?email=bimal%40rainingberries.com&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","raining-berries-franchise"
franchise@rawrbeauty.co.uk,"Rawr Beauty Franchise","Rawr Beauty Franchise","Rawr","https://www.thenetworkeruk.com/opportunities/rawr-beauty-franchise?email=franchise%40rawrbeauty.co.uk&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","rawr-beauty-franchise"
