Email,Organiser name,OTHER_GROUPS_NOTE,CLAIM_URL
paul@insanetech.net,"BNI Pioneer Online","","https://www.thenetworkeruk.com/organisers/bni-pioneer-online?email=paul%40insanetech.net&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
hampshiresouth@bni.co.uk,"BNI Prime Online - Hampshire South","","https://www.thenetworkeruk.com/organisers/bni-bni-prime-online-hampshire-south?email=hampshiresouth%40bni.co.uk&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
dionne@bniscotlandse.com,"BNI Scotland South","","https://www.thenetworkeruk.com/organisers/bni-scotland-south?email=dionne%40bniscotlandse.com&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
support@bni.com,"BNI South Wales","","https://www.thenetworkeruk.com/organisers/bni-south-wales?email=support%40bni.com&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
samturton@bni.com,"BNI South Wales","","https://www.thenetworkeruk.com/organisers/bni-south-wales-2?email=samturton%40bni.com&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
sean@simplymagic.co.uk,"BNI The Mighty Nelson","","https://www.thenetworkeruk.com/organisers/bni-the-mighty-nelson?email=sean%40simplymagic.co.uk&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
bni@virtuallythere.co,"BNI Thomas Telford (Newport)","","https://www.thenetworkeruk.com/organisers/bni-thomas-telford-newport?email=bni%40virtuallythere.co&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
derbyshire@bni.co.uk,"BNI Trailblazers - Derbyshire South","","https://www.thenetworkeruk.com/organisers/bni-bni-trailblazers-derbyshire-south?email=derbyshire%40bni.co.uk&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
info@bnnl.co.uk,"BNNL (Business Networking North London)","","https://www.thenetworkeruk.com/organisers/bnnl-business-networking-north-london?email=info%40bnnl.co.uk&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
ian@bobconnections.co.uk,"BoB Connections","","https://www.thenetworkeruk.com/organisers/bob-connections?email=ian%40bobconnections.co.uk&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
tina.duggan@bobnetworking.co.uk,"BoB Networking","","https://www.thenetworkeruk.com/organisers/bob-networking?email=tina.duggan%40bobnetworking.co.uk&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
gary@boombusinessclub.com,"Boom Business Club","","https://www.thenetworkeruk.com/organisers/boom-business-club?email=gary%40boombusinessclub.com&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
info@bpa-online.co.uk,"BPA (Bournemouth Property Association)","","https://www.thenetworkeruk.com/organisers/bpa-bournemouth-property-association?email=info%40bpa-online.co.uk&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
hello@blueskyseo.co.uk,"Breakfast Bites","","https://www.thenetworkeruk.com/organisers/breakfast-bites?email=hello%40blueskyseo.co.uk&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
hello@thebrewnetworking.com,"Brew Beginning","","https://www.thenetworkeruk.com/organisers/brew-beginning?email=hello%40thebrewnetworking.com&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
paul@brighterthinking.co.uk,"Brighter Thinking Ltd","","https://www.thenetworkeruk.com/organisers/brighter-thinking-ltd?email=paul%40brighterthinking.co.uk&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
info@britishchambers.org.uk,"British Chambers of Commerce (National)","","https://www.thenetworkeruk.com/organisers/british-chambers-of-commerce-national?email=info%40britishchambers.org.uk&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
info@brittontime.com,"Britton & Time Solicitors","","https://www.thenetworkeruk.com/organisers/briton-solicitors?email=info%40brittontime.com&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
xander@bnidirector.com,"Brixton BNI","","https://www.thenetworkeruk.com/organisers/brixton-bni?email=xander%40bnidirector.com&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
hello@bromleybusinessnetwork.co.uk,"Bromley Business Network Limited","","https://www.thenetworkeruk.com/organisers/bromley-business-network-limited?email=hello%40bromleybusinessnetwork.co.uk&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
info@btob-events.co.uk,"BtoB Events","","https://www.thenetworkeruk.com/organisers/btob-events?email=info%40btob-events.co.uk&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
info@bucks-fizz.biz,"Bucks Fizz Networking","","https://www.thenetworkeruk.com/organisers/bucks-fizz-networking?email=info%40bucks-fizz.biz&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
connect@birminghamsuniquenetwork.com,"BUN (Birmingham's Unique Network)","","https://www.thenetworkeruk.com/organisers/bun-birmingham-s-unique-network?email=connect%40birminghamsuniquenetwork.com&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
bipcnorfolk@norfolk.gov.uk,"Business & IP Centre Norfolk","","https://www.thenetworkeruk.com/organisers/business-ip-centre-norfolk?email=bipcnorfolk%40norfolk.gov.uk&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
info@businessbase.org.uk,"Business Base","","https://www.thenetworkeruk.com/organisers/business-base?email=info%40businessbase.org.uk&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
admin@business-buzz.org,"Business Buzz","","https://www.thenetworkeruk.com/organisers/business-buzz?email=admin%40business-buzz.org&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
bedford@business-buzz.org,"Business Buzz - Bedfordshire","","https://www.thenetworkeruk.com/organisers/business-buzz-bedfordshire?email=bedford%40business-buzz.org&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
mk@business-buzz.org,"Business Buzz - Buckinghamshire","","https://www.thenetworkeruk.com/organisers/business-buzz-buckinghamshire?email=mk%40business-buzz.org&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
cheltenham@business-buzz.org,"Business Buzz - Cheltenham","","https://www.thenetworkeruk.com/organisers/business-buzz-cheltenham?email=cheltenham%40business-buzz.org&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
katrina@business-buzz.org,"Business Buzz - Essex","","https://www.thenetworkeruk.com/organisers/business-buzz-essex?email=katrina%40business-buzz.org&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
leicestershire@business-buzz.org,"Business Buzz - Leicestershire & Rutland","","https://www.thenetworkeruk.com/organisers/business-buzz-leicestershire-rutland?email=leicestershire%40business-buzz.org&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
london@business-buzz.org,"Business Buzz - London","","https://www.thenetworkeruk.com/organisers/business-buzz-london?email=london%40business-buzz.org&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
northamptonshire@business-buzz.org,"Business Buzz - Northamptonshire","","https://www.thenetworkeruk.com/organisers/business-buzz-northamptonshire?email=northamptonshire%40business-buzz.org&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
oxfordshire@business-buzz.org,"Business Buzz - Oxfordshire","","https://www.thenetworkeruk.com/organisers/business-buzz-oxfordshire?email=oxfordshire%40business-buzz.org&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
warwickshire@business-buzz.org,"Business Buzz - Warwickshire","","https://www.thenetworkeruk.com/organisers/business-buzz-warwickshire?email=warwickshire%40business-buzz.org&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
wellingborough@business-buzz.org,"Business Buzz Wellingborough","","https://www.thenetworkeruk.com/organisers/business-buzz-wellingborough?email=wellingborough%40business-buzz.org&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
jon@businessconnectpublishing.co.uk,"Business Connect","","https://www.thenetworkeruk.com/organisers/business-connect?email=jon%40businessconnectpublishing.co.uk&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
info@businessfocusburton.co.uk,"Business Focus Networking - Burton","","https://www.thenetworkeruk.com/organisers/business-focus-networking-burton?email=info%40businessfocusburton.co.uk&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
info@businessforcalderdale.co.uk,"Business for Calderdale","","https://www.thenetworkeruk.com/organisers/business-for-calderdale?email=info%40businessforcalderdale.co.uk&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
info@bgateway.com,"Business Gateway","","https://www.thenetworkeruk.com/organisers/business-gateway?email=info%40bgateway.com&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
neil@businessgrowthclub.net,"Business Growth Club","","https://www.thenetworkeruk.com/organisers/business-growth-club-2?email=neil%40businessgrowthclub.net&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
admin@businessjunction.co.uk,"Business Junction","","https://www.thenetworkeruk.com/organisers/business-junction?email=admin%40businessjunction.co.uk&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
hello@lynx19.com,"Business Lynx","","https://www.thenetworkeruk.com/organisers/business-lynx?email=hello%40lynx19.com&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
info@business-matching.co.uk,"Business Matching UK","","https://www.thenetworkeruk.com/organisers/business-matching-uk?email=info%40business-matching.co.uk&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
business@redcar-cleveland.gov.uk,"Business Redcar Cleveland","","https://www.thenetworkeruk.com/organisers/business-redcar-cleveland?email=business%40redcar-cleveland.gov.uk&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
winse@businessfives.com,"Business Sevens","","https://www.thenetworkeruk.com/organisers/business-sevens?email=winse%40businessfives.com&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
info@businesswest.co.uk,"Business West","","https://www.thenetworkeruk.com/organisers/business-west?email=info%40businesswest.co.uk&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
lynne@bwsltd.co.uk,"Business Women Connections","","https://www.thenetworkeruk.com/organisers/business-women-connections?email=lynne%40bwsltd.co.uk&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
debbie@businesswomenunltd.co.uk,"Businesswomen UnLtd","","https://www.thenetworkeruk.com/organisers/businesswomen-unltd?email=debbie%40businesswomenunltd.co.uk&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
aruna@busynetworking.net,"Busy Networking","","https://www.thenetworkeruk.com/organisers/busy-networking?email=aruna%40busynetworking.net&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
aruna@bwnetworking.co.uk,"Busy Women Networking","","https://www.thenetworkeruk.com/organisers/busy-women-networking?email=aruna%40bwnetworking.co.uk&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
office@buylocalnorfolk.org.uk,"Buy Local Norfolk","","https://www.thenetworkeruk.com/organisers/buy-local-norfolk?email=office%40buylocalnorfolk.org.uk&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
hello@buzzbusinessnetworking.eu,"Buzz Business Networking","","https://www.thenetworkeruk.com/organisers/buzz-business-networking?email=hello%40buzzbusinessnetworking.eu&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
info@buzzardnetworking.co.uk,"Buzzard Networking","","https://www.thenetworkeruk.com/organisers/buzzard-networking?email=info%40buzzardnetworking.co.uk&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
julia@bwsltd.co.uk,"BWC (Business Women Connections)","","https://www.thenetworkeruk.com/organisers/bwc-business-women-connections?email=julia%40bwsltd.co.uk&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
karen@bwcaberdeen.co.uk,"BWC Aberdeen","","https://www.thenetworkeruk.com/organisers/bwc-aberdeen?email=karen%40bwcaberdeen.co.uk&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
alvina@bwcedinburgh.co.uk,"BWC Edinburgh & Fife","","https://www.thenetworkeruk.com/organisers/bwc-edinburgh-fife?email=alvina%40bwcedinburgh.co.uk&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
info@bypnetwork.co.uk,"BYP Network","","https://www.thenetworkeruk.com/organisers/byp-network?email=info%40bypnetwork.co.uk&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
hello@c4di.net,"C4DI","","https://www.thenetworkeruk.com/organisers/c4di?email=hello%40c4di.net&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
contact@cadrerocket.com,"Cadre Rocket","","https://www.thenetworkeruk.com/organisers/cadre-rocket?email=contact%40cadrerocket.com&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
neuronetworkmcr@calmhorizoncoaching.co.uk,"Calm Horizon Coaching","","https://www.thenetworkeruk.com/organisers/calm-horizon-coaching?email=neuronetworkmcr%40calmhorizoncoaching.co.uk&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
dan@cambridgeunited.com,"Cambridge United Business Club (Football Club)","","https://www.thenetworkeruk.com/organisers/cambridge-united-business-club-football-club?email=dan%40cambridgeunited.com&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
hello@cambridgewireless.co.uk,"Cambridge Wireless","","https://www.thenetworkeruk.com/organisers/cambridge-wireless?email=hello%40cambridgewireless.co.uk&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
info@cwentrepreneursnet.com,"Canary Wharf Female Entrepreneurs Network","","https://www.thenetworkeruk.com/organisers/canary-wharf-female-entrepreneurs-network?email=info%40cwentrepreneursnet.com&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
capbusinessclubs3@gmail.com,"CAP Business Clubs","","https://www.thenetworkeruk.com/organisers/cap-business-clubs?email=capbusinessclubs3%40gmail.com&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
office@cardiffbusinessclub.org,"Cardiff Business Club","","https://www.thenetworkeruk.com/organisers/cardiff-business-club?email=office%40cardiffbusinessclub.org&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
cardiff@creativemornings.com,"Cardiff Start","","https://www.thenetworkeruk.com/organisers/cardiff-start?email=cardiff%40creativemornings.com&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
claire@catena-network.co.uk,"Catena Network","","https://www.thenetworkeruk.com/organisers/catena-network?email=claire%40catena-network.co.uk&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
cbn@swanseacity.com,"CBN (City Business Network)","","https://www.thenetworkeruk.com/organisers/cbn-city-business-network?email=cbn%40swanseacity.com&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
enquires@britishchambers.org.uk,"Chamber of trade","","https://www.thenetworkeruk.com/organisers/chamber-of-trade?email=enquires%40britishchambers.org.uk&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
enquiries@ayrshire-chamber.org,"Chamber of trade  - Ayrshire","","https://www.thenetworkeruk.com/organisers/chamber-of-trade-ayrshire?email=enquiries%40ayrshire-chamber.org&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
website@blackcountrychamber.co.uk,"Chamber of trade  - Black Country","","https://www.thenetworkeruk.com/organisers/chamber-of-trade-black-country?email=website%40blackcountrychamber.co.uk&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
enquiries@cambscci.co.uk,"Chamber of trade  - Cambridgeshire","","https://www.thenetworkeruk.com/organisers/chamber-of-trade-cambridgeshire?email=enquiries%40cambscci.co.uk&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
info@cw-seswm.com,"Chamber of trade  - Chambers Wales","","https://www.thenetworkeruk.com/organisers/chamber-of-trade-chambers-wales?email=info%40cw-seswm.com&intent=organiser-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dclaim"
