Email,Opportunity title,Owner name,Host,CLAIM_URL,Slug
vikki.craig-vickers@gacarers.co.uk,"Guardian Angel Carers Franchise","Guardian Angel Carers Franchise","Guardian Angel Carers","https://www.thenetworkeruk.com/opportunities/guardian-angel-carers-franchise?email=vikki.craig-vickers%40gacarers.co.uk&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","guardian-angel-carers-franchise"
imogen.clarke@homeinstead.co.uk,"Home Instead Franchise","Home Instead Franchise","Home Instead","https://www.thenetworkeruk.com/opportunities/home-instead-franchise?email=imogen.clarke%40homeinstead.co.uk&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","home-instead-franchise"
penny.sanders@propertyfranchise.co.uk,"Hunters Estate Agency Franchise","Hunters Estate Agency Franchise","Hunters","https://www.thenetworkeruk.com/opportunities/hunters-estate-agency-franchise?email=penny.sanders%40propertyfranchise.co.uk&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","hunters-estate-agency-franchise"
intl.franchising@dinebrands.com,"Ihop Franchise","Ihop Franchise","Ihop","https://www.thenetworkeruk.com/opportunities/ihop-franchise?email=intl.franchising%40dinebrands.com&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","ihop-franchise"
jon.white@inxpress.com,"InXpress Franchise","InXpress Franchise","InXpress","https://www.thenetworkeruk.com/opportunities/inxpress-franchise?email=jon.white%40inxpress.com&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","inxpress-franchise"
info@iob-business.com,"iOB Business Franchise","iOB Business Franchise","iOB Business","https://www.thenetworkeruk.com/opportunities/iob-business-franchise?email=info%40iob-business.com&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","iob-business-franchise"
peter.woodroffe@itsu.com,"itsu Franchise","itsu Franchise","itsu","https://www.thenetworkeruk.com/opportunities/itsu-franchise?email=peter.woodroffe%40itsu.com&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","itsu-franchise"
steve.jackson@jacksonfire.co.uk,"Jackson Fire and Security Franchise","Jackson Fire and Security Franchise","Jackson Fire and Security","https://www.thenetworkeruk.com/opportunities/jackson-fire-and-security-franchise?email=steve.jackson%40jacksonfire.co.uk&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","jackson-fire-and-security-franchise"
sandip.chauhan@janiking.co.uk,"Jani-King Franchise","Jani-King Franchise","Jani-King","https://www.thenetworkeruk.com/opportunities/jani-king-franchise?email=sandip.chauhan%40janiking.co.uk&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","jani-king-franchise"
james.brown@jbrown.com,"JBrown International Franchise","JBrown International Franchise","JBrown International","https://www.thenetworkeruk.com/opportunities/jbrown-international-franchise?email=james.brown%40jbrown.com&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","jbrown-international-franchise"
business@justshutters.co.uk,"Just Shutters Franchise","Just Shutters Franchise","Just Shutters","https://www.thenetworkeruk.com/opportunities/just-shutters-franchise?email=business%40justshutters.co.uk&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","just-shutters-franchise"
azhar@kaspas.co.uk,"Kaspa’s Desserts Franchise","Kaspa’s Desserts Franchise","Kaspa’s Desserts","https://www.thenetworkeruk.com/opportunities/kaspa-s-desserts-franchise?email=azhar%40kaspas.co.uk&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","kaspa-s-desserts-franchise"
james.field@kayakomat.com,"KAYAKOMAT Franchise","KAYAKOMAT Franchise","KAYAKOMAT by point 65 Sweden","https://www.thenetworkeruk.com/opportunities/kayakomat-franchise?email=james.field%40kayakomat.com&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","kayakomat-franchise"
mark.buley@kellydeli.com,"KellyDeli Franchise","KellyDeli Franchise","KellyDeli","https://www.thenetworkeruk.com/opportunities/kellydeli-franchise?email=mark.buley%40kellydeli.com&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","kellydeli-franchise"
dan.marshall@yum.com,"KFC Franchise","KFC Franchise","KFC","https://www.thenetworkeruk.com/opportunities/kfc-franchise?email=dan.marshall%40yum.com&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","kfc-franchise"
kokorouk@kokorouk.com,"Kokorouk Franchise","Kokorouk Franchise","Kokorouk","https://www.thenetworkeruk.com/opportunities/kokorouk-franchise?email=kokorouk%40kokorouk.com&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","kokorouk-franchise"
terence.kelly@kumon.co.uk,"Kumon Franchise","Kumon Franchise","Kumon","https://www.thenetworkeruk.com/opportunities/kumon-franchise?email=terence.kelly%40kumon.co.uk&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","kumon-franchise"
terence.nicholson@lawnscience.co.uk,"Lawnscience Franchise","Lawnscience Franchise","Lawnscience","https://www.thenetworkeruk.com/opportunities/lawnscience-franchise?email=terence.nicholson%40lawnscience.co.uk&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","lawnscience-franchise"
martin.dluhos@lepainquotidien.com,"Le Pain Quotidien Franchise","Le Pain Quotidien Franchise","Le Pain Quotidien","https://www.thenetworkeruk.com/opportunities/le-pain-quotidien-franchise?email=martin.dluhos%40lepainquotidien.com&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","le-pain-quotidien-franchise"
andrew@leafletdeliveryuk.com,"Leaflet Delivery UK Franchise","Leaflet Delivery UK Franchise","Leaflet Delivery UK","https://www.thenetworkeruk.com/opportunities/leaflet-delivery-uk-franchise?email=andrew%40leafletdeliveryuk.com&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","leaflet-delivery-uk-franchise"
yonathan.straiotto@leonidas.com,"Leonidas Franchise","Leonidas Franchise","Leonidas","https://www.thenetworkeruk.com/opportunities/leonidas-franchise?email=yonathan.straiotto%40leonidas.com&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","leonidas-franchise"
carlos.vidal@lcecorp.com,"Little Caesars® Pizza Franchise","Little Caesars® Pizza Franchise","Little Caesars® Pizza","https://www.thenetworkeruk.com/opportunities/little-caesars-pizza-franchise?email=carlos.vidal%40lcecorp.com&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","little-caesars-pizza-franchise"
franchise@littledessertshop.com,"Little Dessert Shop Franchise","Little Dessert Shop Franchise","Little Dessert Shop","https://www.thenetworkeruk.com/opportunities/little-dessert-shop-franchise?email=franchise%40littledessertshop.com&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","little-dessert-shop-franchise"
sarah@localtreasures.me,"Local Treasures Franchise","Local Treasures Franchise","Local Treasures","https://www.thenetworkeruk.com/opportunities/local-treasures-franchise?email=sarah%40localtreasures.me&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","local-treasures-franchise"
massimo.antinoro@lovefitnessgym.co.uk,"Love Fitness franchise","Love Fitness franchise","Love Fitness","https://www.thenetworkeruk.com/opportunities/love-fitness-franchise?email=massimo.antinoro%40lovefitnessgym.co.uk&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","love-fitness-franchise"
info@madscience.org,"Mad Science Franchise","Mad Science Franchise","Mad Science","https://www.thenetworkeruk.com/opportunities/mad-science-franchise?email=info%40madscience.org&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","mad-science-franchise"
jenni@magicalmathsclub.com,"Magical Maths franchise","Magical Maths franchise","Magical Maths","https://www.thenetworkeruk.com/opportunities/magical-maths-franchise?email=jenni%40magicalmathsclub.com&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","magical-maths-franchise"
info@makiramen.com,"Maki and Ramen Franchise","Maki and Ramen Franchise","Maki and Ramen","https://www.thenetworkeruk.com/opportunities/maki-and-ramen-franchise?email=info%40makiramen.com&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","maki-and-ramen-franchise"
jean-marc.conrad@blachere.fr,"Marie Blachère bakeries franchise","Marie Blachère bakeries franchise","Marie Blachère bakeries","https://www.thenetworkeruk.com/opportunities/marie-blachere-bakeries-franchise?email=jean-marc.conrad%40blachere.fr&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","marie-blachere-bakeries-franchise"
toby.phillips@propertyfranchise.co.uk,"Martin & Co Franchise","Martin & Co Franchise","Martin & Co","https://www.thenetworkeruk.com/opportunities/martin-co-franchise?email=toby.phillips%40propertyfranchise.co.uk&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","martin-co-franchise"
judd.williams@marugame.co.uk,"Marugame Udon Franchise","Marugame Udon Franchise","Marugame Udon","https://www.thenetworkeruk.com/opportunities/marugame-udon-franchise?email=judd.williams%40marugame.co.uk&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","marugame-udon-franchise"
dylan@marybrowns.com,"Mary Brown’s Chicken Franchise","Mary Brown’s Chicken Franchise","Mary Brown’s Chicken","https://www.thenetworkeruk.com/opportunities/mary-brown-s-chicken-franchise?email=dylan%40marybrowns.com&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","mary-brown-s-chicken-franchise"
john.preston@mathnasium.co.uk,"Mathnasium Franchise","Mathnasium Franchise","Mathnasium","https://www.thenetworkeruk.com/opportunities/mathnasium-franchise?email=john.preston%40mathnasium.co.uk&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","mathnasium-franchise"
lauren.schultz@uk.mcd.com,"McDonalds Franchise UK","McDonalds Franchise UK","McDonalds","https://www.thenetworkeruk.com/opportunities/mcdonalds-franchise-uk?email=lauren.schultz%40uk.mcd.com&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","mcdonalds-franchise-uk"
melody@meloosha.co.uk,"Meloosha Homecare Franchise","Meloosha Homecare Franchise","Meloosha Homecare","https://www.thenetworkeruk.com/opportunities/meloosha-homecare-franchise?email=melody%40meloosha.co.uk&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","meloosha-homecare-franchise"
mfnurseriesandchildcare@gmail.com,"MF Nurseries & Childcare Franchise","MF Nurseries & Childcare Franchise","MF Nurseries & Childcare","https://www.thenetworkeruk.com/opportunities/mf-nurseries-childcare-franchise?email=mfnurseriesandchildcare%40gmail.com&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","mf-nurseries-childcare-franchise"
thanasis@michaelscoffeehouse.com,"Michael's Coffee House Franchise","Michael's Coffee House Franchise","Michael's Coffee House","https://www.thenetworkeruk.com/opportunities/michael-s-coffee-house-franchise?email=thanasis%40michaelscoffeehouse.com&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","michael-s-coffee-house-franchise"
thuan.luu@milksha.co.uk,"Milksha Franchise","Milksha Franchise","Milksha","https://www.thenetworkeruk.com/opportunities/milksha-franchise?email=thuan.luu%40milksha.co.uk&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","milksha-franchise"
director@miniboss-school.com,"Miniboss Business School Franchise","Miniboss Business School Franchise","Miniboss Business School","https://www.thenetworkeruk.com/opportunities/miniboss-business-school-franchise?email=director%40miniboss-school.com&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","miniboss-business-school-franchise"
